timestamp,region,power_plant,consumer_type,production,consumption,voltage,frequency,equipment_status
2026-03-02T17:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,166.71,142.96,225.91,49.96,ok
2026-03-02T18:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,124.12,133.61,235.61,49.98,ok
2026-03-02T19:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,80.67,67.97,225.02,50.02,ok
2026-03-02T20:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,157.54,153.87,228.74,49.95,ok
2026-03-02T21:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,132.24,130.28,231.38,49.98,ok
2026-03-02T22:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,131.96,126.91,229.1,50.04,ok
2026-03-02T23:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,74.18,76.27,235.12,50.01,ok
2026-03-03T00:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,31.65,24.27,236.5,50.05,ok
2026-03-03T01:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,79.75,79.62,234.91,49.98,ok
2026-03-03T02:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,75.54,59.17,221.31,50.02,ok
2026-03-03T03:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,80.09,68.25,227.35,50.02,ok
2026-03-03T04:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,35.13,38.51,228.91,50.01,ok
2026-03-03T05:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,39.84,38.47,220.52,49.96,ok
2026-03-03T06:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,137.66,125.54,236.6,50.03,ok
2026-03-03T07:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,131.75,115.0,237.65,50.04,ok
2026-03-03T08:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,175.03,139.93,229.27,50.02,ok
2026-03-03T09:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,182.25,161.14,221.45,49.95,ok
2026-03-03T10:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,128.7,120.23,239.84,49.99,ok
2026-03-03T11:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,176.69,192.62,237.58,49.97,ok
2026-03-03T12:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,141.49,139.43,231.82,50.04,ok
2026-03-03T13:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,145.52,120.7,234.72,50.05,maintenance
2026-03-03T14:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,64.6,62.56,239.5,49.97,ok
2026-03-03T15:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,174.47,187.67,222.75,49.99,ok
2026-03-03T16:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,55.75,39.48,226.05,49.96,ok
2026-03-03T17:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,87.91,80.97,231.03,50.01,ok
2026-03-03T18:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,244.77,239.17,224.05,49.98,ok
2026-03-03T19:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,181.47,189.36,231.82,50.04,ok
2026-03-03T20:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,188.07,172.31,232.4,49.98,ok
2026-03-03T21:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,73.27,63.44,224.13,50.01,ok
2026-03-03T22:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,95.44,93.95,224.04,50.03,maintenance
2026-03-03T23:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,60.76,53.99,239.62,50.02,ok
2026-03-04T00:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,59.03,54.73,221.24,49.96,ok
2026-03-04T01:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,47.02,46.54,226.25,50.03,ok
2026-03-04T02:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,99.07,94.92,230.48,49.99,ok
2026-03-04T03:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,57.25,51.77,234.0,49.98,ok
2026-03-04T04:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,36.37,32.72,231.62,49.99,ok
2026-03-04T05:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,73.47,87.29,238.43,50.04,ok
2026-03-04T06:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,233.4,190.49,232.11,50.01,ok
2026-03-04T07:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,96.58,78.07,232.29,49.96,ok
2026-03-04T08:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,75.56,71.32,227.95,49.99,ok
2026-03-04T09:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,58.85,58.88,226.55,49.96,ok
2026-03-04T10:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,127.77,115.45,237.57,49.98,ok
2026-03-04T11:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,62.48,67.02,223.3,50.03,ok
2026-03-04T12:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,44.21,44.1,233.48,50.01,ok
2026-03-04T13:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,64.79,64.63,230.64,50.0,ok
2026-03-04T14:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,103.7,111.07,232.96,50.04,ok
2026-03-04T15:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,107.83,117.34,223.73,50.04,ok
2026-03-04T16:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,44.19,40.69,233.9,50.0,ok
2026-03-04T17:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,93.84,102.04,226.32,50.02,ok
2026-03-04T18:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,261.5,254.03,235.56,50.01,ok
2026-03-04T19:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,162.01,179.95,223.04,50.03,ok
2026-03-04T20:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,224.37,189.2,235.32,50.04,ok
2026-03-04T21:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,238.76,205.46,235.97,49.96,ok
2026-03-04T22:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,147.53,143.02,236.55,50.01,ok
2026-03-04T23:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,118.73,99.01,233.86,50.05,ok
2026-03-05T00:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,98.06,96.88,237.01,50.02,ok
2026-03-05T01:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,48.63,54.28,236.16,49.96,ok
2026-03-05T02:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,31.62,32.59,227.29,49.97,ok
2026-03-05T03:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,101.22,96.86,231.17,50.0,ok
2026-03-05T04:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,87.05,80.8,224.44,49.99,maintenance
2026-03-05T05:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,32.34,31.9,236.85,49.97,ok
2026-03-05T06:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,151.84,129.07,228.67,50.0,ok
2026-03-05T07:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,85.13,89.72,223.56,49.98,ok
2026-03-05T08:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,169.18,151.81,232.69,49.98,ok
2026-03-05T09:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,115.46,96.85,233.05,49.99,ok
2026-03-05T10:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,48.73,45.08,239.45,49.97,ok
2026-03-05T11:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,98.36,86.45,229.85,49.99,ok
2026-03-05T12:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,173.66,139.93,238.18,50.04,ok
2026-03-05T13:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,63.46,62.73,225.5,49.97,ok
2026-03-05T14:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,104.81,91.85,222.82,50.05,ok
2026-03-05T15:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,107.54,113.59,220.84,49.99,ok
2026-03-05T16:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,173.62,156.09,225.53,50.01,ok
2026-03-05T17:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,48.5,49.45,226.18,50.01,ok
2026-03-05T18:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,112.25,107.43,220.22,49.98,ok
2026-03-05T19:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,182.93,144.54,229.55,50.03,ok
2026-03-05T20:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,132.04,115.01,229.87,50.03,ok
2026-03-05T21:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,170.92,153.53,227.3,50.01,ok
2026-03-05T22:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,62.52,67.36,226.17,49.98,ok
2026-03-05T23:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,162.09,167.4,221.79,49.97,maintenance
2026-03-06T00:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,77.81,63.57,222.73,50.02,ok
2026-03-06T01:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,30.06,22.33,238.33,49.96,ok
2026-03-06T02:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,73.95,63.51,227.48,50.05,ok
2026-03-06T03:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,86.6,98.88,239.41,49.96,ok
2026-03-06T04:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,91.27,85.31,232.24,50.04,ok
2026-03-06T05:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,40.73,46.79,226.17,49.98,ok
2026-03-06T06:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,174.85,157.6,228.25,50.02,ok
2026-03-06T07:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,105.97,104.34,237.04,49.98,ok
2026-03-06T08:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,133.7,109.85,225.72,50.04,ok
2026-03-06T09:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,147.39,160.81,233.89,49.96,ok
2026-03-06T10:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,114.67,120.49,238.35,50.04,ok
2026-03-06T11:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,60.23,56.12,231.93,50.0,ok
2026-03-06T12:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,159.46,168.72,238.26,50.0,ok
2026-03-06T13:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,56.04,45.72,226.35,49.95,ok
2026-03-06T14:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,132.86,116.53,237.06,50.03,ok
2026-03-06T15:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,93.07,88.32,234.09,50.03,ok
2026-03-06T16:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,82.85,73.63,223.49,50.0,ok
2026-03-06T17:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,156.34,147.05,224.46,50.03,ok
2026-03-06T18:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,230.07,204.51,235.57,50.01,ok
2026-03-06T19:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,202.33,163.46,220.1,49.96,ok
2026-03-06T20:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,121.12,106.95,239.49,49.99,ok
2026-03-06T21:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,127.77,127.61,223.44,49.98,ok
2026-03-06T22:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,108.38,88.94,229.82,50.05,ok
2026-03-06T23:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,103.64,110.53,222.65,50.03,ok
2026-03-07T00:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,70.89,37.3,226.55,49.98,ok
2026-03-07T01:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,29.04,36.35,228.79,50.01,ok
2026-03-07T02:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,100.36,62.63,225.45,50.01,ok
2026-03-07T03:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,75.08,42.53,222.19,50.0,ok
2026-03-07T04:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,47.14,27.32,224.64,50.01,ok
2026-03-07T05:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,42.75,48.35,231.26,50.02,ok
2026-03-07T06:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,131.95,64.64,224.67,49.97,ok
2026-03-07T07:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,105.18,128.82,225.52,50.0,ok
2026-03-07T08:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,91.74,42.43,230.46,50.03,ok
2026-03-07T09:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,213.88,109.1,235.77,49.98,ok
2026-03-07T10:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,110.07,75.42,233.85,49.97,ok
2026-03-07T11:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,110.34,56.05,234.91,49.96,maintenance
2026-03-07T12:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,169.21,190.03,228.76,50.04,ok
2026-03-07T13:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,46.18,28.48,226.16,49.98,ok
2026-03-07T14:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,120.92,139.04,236.38,50.02,ok
2026-03-07T15:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,79.13,43.49,220.45,49.96,ok
2026-03-07T16:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,97.51,65.03,229.7,50.03,ok
2026-03-07T17:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,73.16,45.25,220.93,50.05,ok
2026-03-07T18:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,260.55,338.98,220.82,49.94,ok
2026-03-07T19:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,189.87,94.0,225.51,50.01,ok
2026-03-07T20:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,91.38,89.47,238.49,49.99,ok
2026-03-07T21:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,243.92,247.06,226.93,49.98,ok
2026-03-07T22:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,176.46,90.38,239.1,50.03,ok
2026-03-07T23:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,69.65,46.88,235.93,50.0,ok
2026-03-08T00:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,207.32,172.14,232.13,49.98,ok
2026-03-08T01:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,48.34,42.29,230.49,49.99,ok
2026-03-08T02:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,73.75,35.07,222.5,50.01,ok
2026-03-08T03:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,49.93,25.33,239.28,49.99,ok
2026-03-08T04:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,69.79,46.04,236.98,49.99,ok
2026-03-08T05:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,65.59,79.14,224.59,50.02,ok
2026-03-08T06:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,139.32,90.05,221.36,49.99,ok
2026-03-08T07:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,113.99,59.34,226.68,50.05,maintenance
2026-03-08T08:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,74.15,86.26,228.88,49.99,ok
2026-03-08T09:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,129.78,134.8,223.25,49.96,ok
2026-03-08T10:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,92.28,117.08,227.11,49.99,ok
2026-03-08T11:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,53.9,45.04,224.7,49.96,ok
2026-03-08T12:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,160.73,101.5,235.09,50.03,ok
2026-03-08T13:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,95.06,56.64,226.91,50.0,ok
2026-03-08T14:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,157.77,203.72,234.84,50.01,ok
2026-03-08T15:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,81.0,105.37,231.21,50.03,ok
2026-03-08T16:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,64.41,95.73,222.83,49.99,ok
2026-03-08T17:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,129.07,150.82,223.87,50.02,ok
2026-03-08T18:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,149.64,196.1,235.67,49.99,ok
2026-03-08T19:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,89.44,44.76,235.07,49.97,ok
2026-03-08T20:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,149.84,152.97,225.24,50.01,ok
2026-03-08T21:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,221.38,111.99,235.71,50.06,ok
2026-03-08T22:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,137.26,138.65,226.55,50.04,ok
2026-03-08T23:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,84.0,95.4,239.76,50.02,maintenance
2026-03-09T00:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,30.34,36.86,231.38,49.97,ok
2026-03-09T01:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,64.4,49.53,221.55,50.03,ok
2026-03-09T02:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,82.25,84.38,227.27,50.03,ok
2026-03-09T03:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,35.39,30.83,225.53,50.04,ok
2026-03-09T04:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,57.01,67.17,222.02,50.0,ok
2026-03-09T05:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,43.68,38.82,233.67,50.02,ok
2026-03-09T06:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,104.77,84.14,239.67,50.04,ok
2026-03-09T07:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,200.32,164.88,231.62,50.06,ok
2026-03-09T08:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,226.7,208.37,233.27,50.01,ok
2026-03-09T09:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,216.3,188.5,236.15,49.99,ok
2026-03-09T10:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,87.78,75.92,223.11,49.96,ok
2026-03-09T11:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,141.75,143.03,225.19,50.02,maintenance
2026-03-09T12:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,industrial,158.46,178.1,234.67,50.02,ok
2026-03-09T13:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,residential,153.73,153.51,240.0,50.02,ok
2026-03-09T14:11:15.611772,Tanger-Tétouan-Al Hoceima,Tahaddart Thermal Power Station,industrial,116.12,102.03,232.75,50.04,ok
2026-03-09T15:11:15.611772,Tanger-Tétouan-Al Hoceima,Tarfaya Wind Farm,residential,83.56,85.78,222.04,49.96,ok
